advertiser,category,business,address,city,state,zip,phone,website,email,ages,description
a,Dance/Gymnastics/Cheer Camps,Tonya Speed's Dance Connection,3370 Harrison Rd,Montgomery,AL,36109,(334) 549-1098,Facebook: Tonya-Speeds-Dance-Connection,,Ages 3-13,"Summer Fun Dance Camps 8 weeks of Summer, all day camps for ages 3-13. Dance,, Music, Dress up days, Story telling, Crafts, Interactive games and more."
a,Dance/Gymnastics/Cheer Camps,United Gymstars & Cheer Camp,6100 Brewbaker Blvd.,Montgomery,AL,36116,(334) 284-2244,https://unitedgymstarsandcheer.com,,Age varies by camp,"8 week Summer Camp: Thursdays, June 1- July 24, Weekly themed activities, gymnastics, trampoline, rope climbing, crafts and more. Time: 7:30 A.M. to 4 P.M. Please bring a sack lunch. Call for rates."
,Dance/Gymnastics/Cheer Camps,Armory Athletics,1018 Madison Avenue,Montgomery,AL,36104,(334) 625-2789,https://armoryathletics.com,armoryathletics1@gmail.com,Ages 5-14,"Year round classes offered. Sports and recreation, swimming, arts & crafts, and educational field trips! Parents, please provide lunches, swim wear & towel, concession money, and socks and closed toed shoes for field trips."
,Dance/Gymnastics/Cheer Camps,C.J.'S Dance Factory (home of the Prattville Ballet),145 S. Court Street,Prattville,AL,36067,(334) 467-8603,https://cjsdancefactory.com,ballerinasrule@msn.com,Age varies by camp,"Princess Ballerina Camp: Thursdays, June 25-July 23, 2 P.M. Learn to dance like a princess! Taught by a real princess. Ages 3-9, $85. Power Tumble Camp: Thursdays, June 25-July 23 at 5:30 P.M. Learn gymnastics tumble technique and polish your tricks! $85. Ballet Technique/Pointe: Thursdays, June 25-July 23. Work on your ballet technique this summer with our Ballet Master, Stevan Grebel (Int/Adv. level) Bring pointe shoes. $85."
,Dance/Gymnastics/Cheer Camps,Lisa's Dance Dimensions,2981 Main St.,Millbrook,AL,36054,(334) 549-4378,https://lisasdancedimensions.com,,,Please visit our website for our Summer classes being offered. Classes will be running 7 weeks beginning in June . Day and Evening classes available.
,Dance/Gymnastics/Cheer Camps,Mann Dance Studio,422 Pratt St.,Prattville,AL,36067,(334) 365-5154,https://manndancestudio.net,,Age varies by camp,"Classes begin in June and will run through July. Classes will be offered for 6 years and up. These classes will be divided according to age. This is a combination class, which includes ballet, gym, jazz/hip hop."
,Dance/Gymnastics/Cheer Camps,Montgomery Ballet,440 Coliseum Blvd,Montgomery,AL,36109,(334) 409-0522,https://montgomeryballet.org,,Age varies by camp,"Advanced Summer Intensive Sessions: June 8-11 for ages 13+ with experience. Intermediate Level, June 15-18 for ages 7-12+. Beginner Level, June 22-July 25 for ages 3-6. Ballet Boot Camp: August 3-6. Advanced level from 9 A.M. until noon Beginner and Intermediate Level , ages 7-12+, from 1-4 P.M."
,Dance/Gymnastics/Cheer Camps,Next Dimensions Gymnastics,101 Penser Blvd.,Millbrook,AL,36054,(334) 549-4378,https://lisasdancedimensions.com,,Age varies by camp,Please visit our website for our Summer classes being offered. Classes will be running 7 weeks beginning in June . Day and Evening classes available.
,Dance/Gymnastics/Cheer Camps,Pike Road Dance Academy,232 West Elizabeth Lane,Pike Road,AL,36013,(334) 782-9200,https://pikeroaddance.com,pikeroaddance@gmail.com,Age varies by camp,"Flipping for ACRO Camp Who's flipping for summer? Come join us for a week full of tumbling and acro! Our acro camp focuses on strength, flexibility, tumbling skills, and acro technique! June 8-11th, $85 Beginner Level - 3-4 p.m. Int/Adv level - 4:30-6:30 p.m. **must have back walkover for the Int/Adv level"
,Dance/Gymnastics/Cheer Camps,Tutu School Montgomery,2960G Zelda Road,Montgomery,AL,36106,(334) 363-3360,https://tutuschool.com,,3-8 years,Fairy Finishing Camp: 4 days starting June 29-July 2 from 9 A.M. until 2 P.M. $260.00
a,Day Camps,Alabama Christian Academy Camp Eagle,4700 Wares Ferry Road,Montgomery,AL,36109,(334) 277-1985,https://acacampeagle.org,dsanford@alabamachristian.org,1st-5th Grade,Camp Eagle: May 26-July 31. Every day at Camp Eagle is filled with exciting activities - and LOTS of them!! Your child will be placed in age-appropriate groups and get to participate in recreational and team building activities. We would love for you to join us as we soar into a summer of fun!!
a,Day Camps,Alabama Christian Academy NEST,4700 Wares Ferry Road,Montgomery,AL,36109,(334) 277-1985,https://acacampeagle.org,dsanford@alabamachristian.org,K3-K5 Grades,NEST: May 26-July 31. We would love for you to join us as we soar into a summer of fun!! Please call for more information.
a,Day Camps,Connect Camp,1849 Perry Hill Road,Montgomery,AL,36106,,https://connectcamps.com/montgomery,,Ages: K-8th Grade,"Connect Camp: July 13-17. A remarkable day camp experience is coming back to the River Region! Non-stop fun and active play. Bible-based teachings, and new friends for the entire family. $264 all inclusive 5 day pricing."
a,Day Camps,Montgomery Academy Summer Camps,1550 Perry Hill Road,Montgomery,AL,36106,(334) 273-7170,https://montgomeryacademy.org/summer,,Age varies by camp,"Summer at The Montgomery Academy offers a variety of camp programs. With programs ranging from academic to athletics, coding to writing, crafts to fun and games, there is something for every child's interest! Explore our camp offerings, schedules and register online at montgomeryacademy.org/summer and get ready for an aMAzing summer! Fundamentals of Woodworking and Tool Safety: Grades 5-8, June 1-5 Minecraft A: Grades 3-6, June 1-5 Minecraft B: Grades 3-6, June 1-5 Lego Building Block A: Grades 3-6, June 9-1 Film Making: Grades 2-6, June 8-12 Lego Building Block B: Grades 2-3, June 9-11 Eagle Chess Camp: Grades 2-6, June 22-24 Eagle Chess Camp: Grades 7-12, July 6-8 Potter Camp A: Grades 1-3, July 6-8 Pottery Camp B: Grades 4-6, July 6-8 Beginning Sewing: Grades 1-5, July 13-17. For more information, please contact Jennie Kim Rains, Director of Auxiliary Programs and Civic Engagement at summer@montgomeryacademy.org"
a,Day Camps,Summer Camp Program at AIM Academy,530 Antioch Lane,Pike Road,AL,36064,(334) 649-8341,https://youraimacademy.com,,Ages 5-10,"AIM Summer Camp; May 27-July 31 from 6:45 A.M. to 6:00 P.M., Mon.- Fri Discount available if you pre-register for the entire 10 weeks. Limited spots available, first come first serve"
a,Day Camps,Trinity School Day Camps,1700 East Trinity Blvd.,Montgomery,AL,36106,(334) 213-2100,https://trinitywildcats.com,,Age varies by camp,Camp Dates and ages to be announced soon. ***more to come Please refer to Trinity Presbyterian School website for more information at www.trinitywildcats.com/summercamps
,Day Camps,Alabama State University SKYCAP/ReImagined 2026,915 S. Jackson Street,Montgomery,AL,36104,(334) 229-4686 or (334) 229-4317,https://alasu.edu/continuingeducation,,1st-12th Grade,"Dates to be announced soon. Alabama State University's Division of Continuing Education is bringing their Summer Youth/Kids College Adventure Program (SKYCAP) back with online and face-to-face options! SKYCAP Reimagined, a newly designed program, is a fun-filled college learning adventure for children and youth in grades 2 - 9. SKYCAP Reimagined will support students in their journey to academic and personal success. While participating in the SKYCAP Reimagined program participants will enhance their academic skills, explore natural and social sciences, focus on creative expression, learn health and physical fitness, and reinforce STEAM skills. Contact the Division of Continuing Education at 334-229-4788 for specific details on weekly camp locations, dates and times. Visit our website at www.alasucontinuinged.com for more information on our Youth Programs and ASU's Kids Academy offerings."
,Day Camps,Alabama Wildlife Federation,3050 Lanark Road,Millbrook,AL,36054,(334) 285-4550,https://alabamawildlife.org,,Age varies by camp,"ANC Summer Camp: May 26 through August 7. Please visit our website for session dates and descriptions for each camp. All camp sessions are co-ed and full day, 8:30 A.M. to 3:30 P.M.; with the exception of Tadpole Camp. Lunch is included and extended care is available. Tadpole Camp for ages 5 years. Nature Navigators for ages 6-7 years. Trail Blazers 4-day camp for ages 8-9. Heritage Explorers for ages 10-11. High Adventure for ages 12-15. ARTventure for ages 8-12. Fishing Fundamentals for ages 10-15. Gross Out Camp Sponsored by Fresh Air Family for ages 6-9."
,Day Camps,Boys & Girls Clubs of the River Region,"Chisholm, 2612 Lower Wetumpka, West End, 220 Crenshaw St, and Wetumpka, 399 North Alabama Street",Montgomery,AL,36104,(334) 832-4288,https://Bgcmala.org,,,"May 26-July 31. Focus on 5 core program areas: Education, Arts, Sports & Recreation, Health & Life Skills and Citizenship Leadership Development. Cost: $10 per child per year which includes 2 shirts. Mon-Fri, 9 a.m.- 5 p.m. Please call for school term schedule."
,Day Camps,Camp Chandler - YMCA,,,,,,,,Ages 5-12,Camp Chandler: June 1-July 24. Camp Chandler will be offering day camp Monday through Friday for eight weeks this summer for children ages 5 to 12. Hot breakfast and lunch will be provided. Day camp is perfect for first-time campers or anyone who wants to participate in some of our famous Camp Chandler activities with our fun-loving Camp Chandler staff.
,Day Camps,Camp Eagle,3240 Vaughn Road,Montgomery,AL,36106,(334) 272-8210,https://montgomeryacademy.org,info@montgomeryacademy.org,Grades 1-5,"Camp Eagle: June 1-5, June 8-12, June 15-18, June 22-26, July 6-10, July 13-17 and July 21-25. Camp Eagle may be combined with some of our other camps. Please visit our website for more information and pricing."
,Day Camps,Camp Grandview — YMCA,4700 Camp Grandview Road,Millbrook,AL,36054,(334) 290-9622,https://ymcamontgomery.org,,Ages 5-15,"Grandview YMCA Day Camp: May 26 - August 7 Grandview Family YMCA Summer Day Camp is an action-packed outdoor experience led by highly trained and imaginative YMCA staff, located on 190 wooded acres with two beautiful lakes. As a Day Camp, our facilities are unmatched; a water park, lap pool, an airnasium, fishing pond, athletic fields, hiking trails, mud pit, disc golf, ga-ga pits, an archery range, art and game room, and a gymnasium. This camp is for children that have completed kindergarten through 10th grade. Find more info at ymcamontgomery.org."
,Day Camps,Camp Sunshine for Boys,3067 Carter Hill Road,Montgomery,AL,36111,(334) 262-2697,https://tukabatcheebsa.org,,Ages 6-11,July 20-24
,Day Camps,Montgomery Zoo,,,,,,,,,
,Day Camps,Camp Tukabatchee,3067 Carter Hill Road,Montgomery,AL,36111,(800) 977-2688,https://tukabatcheebsa.org,,Age varies by camp,Boy Scout Day and resident camps. June 14-20
,Day Camps,Prattville Parks & Recreation Summer Youth Program,,,,,,,,,"Weekly Field Trips, Games, Crafts and Swimming Begins May 30 until the Friday before school starts, 7a.m. until 6 p.m.; Ages 5 going into K-6th grade. Registration begins April 1st at the Doster Center. Parent Orientation Date: May 23 Registration Fee – Non-refundable $75 registration per child; $75/week."
,Day Camps,Montgomery Zoo,2301 Coliseum Parkway,Montgomery,AL,36110,(334) 240-4900,https://montgomeryzoo.com,,Age varies by camp,"THE QUEST OF THE SUMMER! Make summer vacation a wildlife adventure that you will never forget. Join kids of similar ages and interests for a fun-packed, educational experience themed around ZOOFARI WORLD QUEST. See daily live animal presentations; get up close and personal with some of the Educational animals at the Montgomery Zoo; enjoy scavenger hunts; craft time; classroom time; playtime, train, and sky lift rides; participate in animal encounters with the giraffes, river otters, parakeets and our collection of petting zoo animals; see behind the scene tours and visits with our zookeepers, and other staff members. Camps and Dates June 1-5; 5-6 year olds June 8-12: 5-6 year olds June 15-19: 7-8 year olds June 22-26: 7-8 year olds July 6-10: 9-10 year olds July 13-17: 9-10 year olds July 20-24: 11-12 year olds"
,Day Camps,YMCA Cleveland Branch,1201 Rosa L. Parks Avenue,Montgomery,AL,36108,(334) 265-0566,https://ymcamontgomery.org,,Ages 3-12,"10 weeks of Youth Specialty Camps, May 26 until July 31."
,Day Camps,YMCA East Branch,3407 Pelzer Ave,Montgomery,AL,36109,(334) 272-3390,https://ymcamontgomery.org,,Ages 4-11,"10 weeks of Youth Specialty Camps, May 26 until July 31."
,Day Camps,YMCA Goodtimes,2325 Mill Ridge Drive,Montgomery,AL,36117,(334) 279-8666,https://ymcamontgomery.org,,Ages 4-11,"Summer Goodtimes Day Camp: May 26-July 31.Children can do everything from learning how to swim improving their reading skills. Every day your child will participate in learning enrichment activities that stretch their mind, daily devotions that will teach them character through skits and songs, and health and nutrition through the daily snack and lunch program. Summer Goodtimes Day Camp will be offered at Cleveland YMCA, East YMCA, Goodtimes Center, and Wetumpka YMCA. www.ymcamontgomery.org"
,Day Camps,YMCA Kershaw,2225 West Fairveiw Ave.,Montgomery,AL,36108,(334) 265-1433,https://ymcamontgomery.org,,Age varies by camp,"Summer Camp Dates, May 26 until July 31."
,Day Camps,YMCA Montgomery Emory Folmar Soccer Complex,300 Brown Springs Road,Montgomery,AL,36117,(334) 396-9754,https://ymcamontgomery.org,,Age varies by camp,"The YMCA of Greater Montgomery is inspiring youth by teaching the fundamentals of the game of soccer. These skills will assist in the overall development of the youth that are participating. They will learn how to pass, shoot, one-touch, throw -in, free kick, penalty kick, goal keeping, offense and defense. Participants will have comprehension of the rules and terminology of the game of soccer. Please check our website for Soccer Camp dates and details."
,Day Camps,YMCA Prattville,600 East Main Street and 972 McQueen Smith Rd. S,Prattville,AL,36067,(334) 358-9622,https://prattvilleymca.org,,Age varies by camp,"•Prattville YMCA Summer Day Camp, girls and boys ages 6-12. Begins May 26 – July 31. Mon. – Friday from 7 a.m. until 6 p.m. Summer Day Camps are available at Daniel Pratt Elementary School, Main and Pine Level Elementary School. For more information contact the YMCA Childcare Branch at (334) 358-1446. Online registration available at prattvilleymca.org. Financial assistance available for those who qualify. • Gymnastics and Cheer Camp, Ages 5 ½ and up. Dates to be announced. For more information call YMCA Don M. Smith Branch, 365.8852 • Super Summer Sport Camps, Mon-Thurs, 9 a.m.- 12 p.m. YMCA Bradford Branch – 358-9622 Sports Camp Dates will be available May 1. Girls' Volleyball Camp, Ages 8-12 Girls' Basketball Camp, Ages 6-12 Boys' Basketball Camp, Ages 6-12 Fishing Camp, Ages 8-16 Boys' Baseball Camp, Ages 6-12 Girls Softball Camp, Ages 6-12 Soccer Camp, Ages 6-12 Outdoor Adventure Camp: Boys & Girls, ages 9-16. Members and Non-Members. Dates will be available May 1 • Prattville YMCA Camp 2:22 Teen Camp, rising 7th graders – rising 9th graders, girls and boys. Begins May 27-August. Mon. – Friday from 7 a.m. until 6 p.m. Camp 2:22 is held at the Bradford Branch on McQueen Smith Road. For more information contact the YMCA Bradford Branch at (334) 358-9622. Online registration available at prattvilleymca.org. Financial assistance available for those who qualify."
,Day Camps,YMCA Southeast Branch,3455 Carter Hill Road,Montgomery,AL,36111,(334) 262-6411,https://ymcamontgomery.org,,Ages 5-15,"Summer Camp Dates, May 26 until July 31."
,Day Camps,YMCA Wetumpka,200 Red Eagle Road,Wetumpka,AL,36092,(334) 567-8282,https://ymcamontgomery.org,,Ages 5-12,"Summer Camp Dates, May 26- July 31. Please call for more information on times and fees."
,Day Camps,YMCA Wilson,1445 New Park Drive,Montgomery,AL,36117,(334) 356-8471,https://ymcamontgomery.org,,Ages 5-12,"Summer Camp Dates, May 26-July 31. Please call for more information on times and fees."
,Day Trips,Callaway Gardens,US Hwy 18,Pine Mountain,GA,31822,1-800-Callaway,https://callawaygardens.com,,,"Summer hours- 9:00 am-6:00 pm daily. Callaway Gardens is a great location for family vacations in Georgia. Your family will love hiking in our gardens, swimming in Robin Lake, exploring the Cecil B. Day Butterfly Center, golf, spa and more. Summer Family Adventure is a four- to seven-night Summer vacation that connects your loved ones and offers countless options for fun in a beautiful natural environment. Callaway Gardens partners with the Florida State University Flying High Circus, whose members lead guests ages 3-17 in a variety of exciting day-camp activities. Adults have their own eclectic lineup of offerings, and late afternoons and evenings reunite families to enjoy beach parties and competitions, bingo and trivia games, educational shows and outings, and much more."
,Day Trips,Chewacla State Park,124 Shell Toomer Pkwy.,Auburn,AL,36830,(334) 887-5621,https://alapark.com/Chewacla,,,"696 scenic acres are a delightful pause from nearby interstate traffic. Facilities include a 26-acre lake, swimming area, playgrounds, hiking trails, a modern campground, picnic areas with tables, grills and shelters, and newly renovated cabins."
,Day Trips,Coosa River Adventures,415 Company Street,Wetumpka,AL,36092,(334) 514-0279,https://coosariveradventures.com,,,"Available all days (weather permitting). Scheduling is required. Cost is $99 per two-person canoe, $79 per sit-on-top, two person kayak and $39 per sit-on-top, one-person kayak. Stand-up paddleboards rental is $39. Cost includes transportation to the launch site, paddles and life jackets. Shuttle rate for those owning their own equipment is $15 per kayak or canoe. Try out tote-n-float Program. Simply tote one of our boats and float your favorite waters. Canoes are $69 a day. add tax to prices listed. Call for appointment and scheduling."
,Day Trips,DeSoto State Park,"13883 County Road 89, Fort Payne, AL",Fort Payne,AL,36967,(256) 845-0051,https://alapark.com/DeSotoResort,,,"Nestled atop beautiful scenic Lookout Mountain in northeast Alabama, this 3,502-acre park provides Mountain Chalets, Log & Rustic Cabins, Motel Rooms, Meeting Rooms, and also has both Improved & Primitive campgrounds. Also features a picnic area with playground, Olympic-size swimming pool, nature center with interpretive programs and live animals, & over 19 miles of hiking & mountain biking trails."
,Day Trips,Georgia Aquarium,"225 Baker St. NW, Atlanta, GA",Atlanta,GA,30313,(404) 581-4000,https://georgiaaquarium.org,,,"With more than eight million gallons of fresh and marine water and more aquatic life than found in any other aquarium, you are sure to see things you've never seen before! Please check our website for rates and specials. Annual, premium, combo, and group rates available"
,Day Trips,Great Wolf Lodge,150 Tom Hall Parkway,La Grange,GA,30240,(844) 473-9653,https://greatwolf.com/georgia,,,"Resort near Atlanta features indoor water park fun, kid-friendly actitivities, dining options and more - all under one roof. Lodging available."
,Day Trips,Horseshoe Bend Military Park,11288 Horseshoe Bend Rd.,Daviston,AL,36256,(256) 234-7111,https://www.nps.gov/hobe/index.htm,,,"Monday-Sunday 8:00 am – 5:00 pm. Tour the free museum and view the 22 minute film, ""The Battle of Horseshoe Bend"". Then enjoy hiking the trails, a picnic, canoe the Tallapoosa River, and go fishing. Children (6 to 12 years old) with families are encouraged to participate in the Junior Ranger Program. Program booklets are available free at the Visitor Center. Children completing the required activities will be awarded a Certificate and Junior Ranger Badge. The program must be completed while in the Park and is not available for groups."
,Day Trips,Imagine It! Children's Hands on Museum,275 Centennial Olympic Park Drive NW.,Atlanta,GA,30313,(404) 659-5437,https://childrensmuseumatlanta.org,,,"Atlanta's only children's museum, is the perfect place for children age eight and under and their families to learn and explore together in a safe and fun hands-on environment."
,Day Trips,Lake Lanier Islands - Chattahoochee Rapids Beach & Water Park,7000 Holiday Rd.,Buford,GA,30518,(800) 840.LAKE,https://lakelanierislands.com,,,"With more than a dozen exciting rides and attractions, Chatttahoochee Rapids Beach & Waterpark at Lake Lanier Islands Resort offers summer fun for the entire family. The Kiddie Lagoon and Wiggle Waves are perfect for pint-sized guests and relaxing is easy on our half-mile of sandy white beach!"
,Day Trips,Legoland Discovery Center,3500 Peachtree Rd. NE,Atlanta,GA,30326,(404) 848-9252,https://legolanddiscoverycenter.com,,,"Explore our indoor attractions! 15 rides and attractions including LEGO rides, soft play area, 4D cinema, MINILAND, guided tours, DUPLO Village, LEGO Friends Olivia's House, LEGO Ninjago Laser Maze and more, all ideal for children ages 3-10 years."
,Day Trips,McWane Science Center,200 19th Street North,Birmingham,AL,35203,(205) 714-8300,https://mcwane.org,,,"Rates range $14-$22; Children under 2 Free; Monday-Friday 9:00 am-5:00 pm, Saturday 10:00 am- 6:00 pm, Sunday 12:00-6:00"
,Day Trips,Port Columbus - National Civil War Naval Museum,1002 Victory Drive,Columbus,GA,31901,(706) 327-9798,https://portcolumbus.org,,,"The National Civil War Naval Museum tell the story of the sailors, soldiers, and civilians, both Free and enslaved as affected by the Navies of the American Civil War and provides a repository for relevant archives and artifacts on the subject, for all generations of the public. The Museum uses all available media systems/distribution platforms and live interpretation in furtherance of this mission."
,Day Trips,Stone Mountain,"U.S. Highway 78 East, Exit 8",Stone Mountain,GA,30083,(800) 401-2407,https://stonemountainpark.com,,,"Toddlers 2 and under Free, Discounts and annual passes available; Summer at the Rock! June 7-July 27; 10:30 am -8:00 pm. Summer at the Rock includes adventure and excitement for every member of the family. From fun filled attractions to special summer entertainment and the nightly Lasershow Spectacular in Mountainvision, it's the perfect destination for you and your family to unplug and reconnect this summer. Experience Stone Mountain Park daily during Summer at the Rock. Board the Scenic Railroad and take a trip around the base of the Mountain. Challenge yourself on SkyHike, the nation's largest family adventure course, or cool off and play in spray on Geyser Towers...the adventures are endless! Please visit our website for tickets options and pricing."
,Day Trips,Swayback Bridge Trail,Jordan Dam Road in Elmore County,Wetumpka,AL,,(334) 567-9090,https://trailoflegends.org,,,"Hiking/Biking approximate 8-mile trail with arrows and 1/4-mile markers so you can turn back when you reach your limit. Or the looping nature of the trail allows for crossover at several points to shorten your trip. Trail has views of creek and the Swayback Bridge, which is part of the old Hwy. 231. No charge, but do accept donations to help maintain the trail. No motorized vehicles or horses allowed."
,Day Trips,Windcreek State Park,4325 Alabama Highway 128,Alexander City,AL,35010,(256) 329-0845,https://alapark.com/WindCreek,,,"This park spans 1,445 acres along the shores of scenic Lake Martin, that is a 41,000-acre clear-water reservoir perfect for fishing, swimming and boating. Park facilities include the largest state-operated campground in the United States with 626 sites."
a,Education/Science/Technology Camps,Montgomery Academy Educational Camps,3240 Vaughn Road,Montgomery,AL,36106,(334) 272-8210,https://montgomeryacademy.org,info@montgomeryacademy.org,Age varies by camp,"AI in Action: June 1-5 and 8-12 for Grades 10-12 ACT Prep, English: June 8-10, July 14-16 and July 21-23 for Grades 10-12; Crazy Cool Chemistry Camp: June 8-12 for Grades 3-5; ACT Prep, Math: June 9-12, July 14-16 and July 21-23 for Grades 9-12th; Time Management and Executive Functioning: June 15-17 for Grades 9-12 Intro to TI-84 Graphing Calculator: June 15-17 for Grades 10-12; Intro to Python: July 6-10 and July 13-17 for Grades 9-12; Fact Attack, Power up your Math Facts!: July 21-23 for Grades 3-5. Some or our Educational Camps can be combined with Camp Eagle. Please visit our website for more information and pricing."
